"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"08030","Hebron Fire Protection District","3120 N Bend RD",,"Hebron","KY","41048-8523","3120 N Bend RD",,"","Hebron","KY","41048-8523","859-586-9009","859-586-9059","BOONE                    ","Mostly career","Local (includes career, combination, and volunteer)","http://hebronfire.org/","2","40","15","0","1","0","false"
"51248","Henderson Fire Department","332 Washington ST",,"Henderson","KY","42420","332 Washington ST",,"","Henderson","KY","42420-3545","270-831-1270","270-831-1201","HENDERSON                ","Career","Local (includes career, combination, and volunteer)",,"4","58","0","0","2","0","false"
"73420","Hendron Fire Department","4535 AT Massa DR",,"Paducah","KY","42003-9011","4535 AT Massa DR",,"","Paducah","KY","42003-9011","270-554-5306","270-554-5053","MCCRACKEN                ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","38","0","0","0",
"24644","Herndon Volunteer Fire Department","Layfayette RD","PO Box 27","Herndon","KY","42236-0027",,,"PO Box 27","Herndon","KY","42236-0027","000-000-0000",,"CHRISTIAN                ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","15",
"53232","Hickman County Fire & Rescue","Circle RD, S HWY 51","PO Box 29","Clinton","KY","42031",,,"PO Box 29","Clinton","KY","42031","270-653-4681","270-653-2003","HICKMAN                  ","Volunteer","Local (includes career, combination, and volunteer)",,"3","0","22","0","0","2",
"00175","Hickman Fire Department","801 Moscow AVE",,"Hickman","KY","42050","801 Moscow AVE",,"","Hickman","KY","42050-1401","270-236-2529",,"FULTON                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","0","21","0","0","false"
"57701","High Bridge Community Association Fire Department","4505 High Bridge RD",,"Wilmore","KY","40390","4505 High Bridge RD",,"","Wilmore","KY","40390","859-887-3100",,"JESSAMINE                ","Volunteer","Private or industrial fire  brigade",,"1","0","14","0","0","0",
"69854","Highland Area Fire Department","8765 HWY 1247",,"Stanford","KY","40484","8765 HWY 1247",,"","Stanford","KY","40484","606-365-9939",,"LINCOLN                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","4",
"24114","Highland Volunteer Fire Department","4812 Butler RD",,"Hopkinsville","KY","42240",,,"PO Box 833","Hopkinsville","KY","42241-0844","000-000-0000",,"CHRISTIAN                ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","25","0","0","0","false"
"56287","Highview Fire Protection District","7308 Fegenbush LN",,"Louisville","KY","40228-1510","7308 Fegenbush LN",,"","Louisville","KY","40228-1510","502-239-3561","502-231-3473","JEFFERSON                ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://highviewfire.org/","3","14","45","0","1","20","false"
"88909","Highway 172 Volunteer Fire Department","13088 Highway 172",,"West Liberty","KY","41472","13088 Highway 172",,"","West Liberty","KY","41472-9206","606-522-4776",,"MORGAN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","21","0","0","7","false"
"35160","Hillsboro Volunteer Fire Department","3691 Ringos Mills RD",,"Hillsboro","KY","41049-9790","3691 Ringos Mills RD",,"","Hillsboro","KY","41049-9790","606-876-5700",,"FLEMING                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","0",
"05016","Hiseville Community Volunteer Fire Department","112 W Hiseville Main ST",,"Hiseville","KY","42152",,,"PO Box 131","Hiseville","KY","42152-0131","270-453-2035","270-453-2035","BARREN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","19","0","0","0","true"
"62336","Hodgenville Volunteer Fire Department","209 E Water ST","PO Box 101","Hodgenville","KY","42748","209 E Water ST",,"PO Box 101","Hodgenville","KY","42748","270-358-9887",,"LARUE                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","0",
"24911","Honey Grove Volunteer Fire Department","11507 Butler RD",,"Hopkinville","KY","42240","11507 Butler RD",,"","Hopkinville","KY","42240","000-000-0000",,"CHRISTIAN                ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","10",
"24115","Hopkinsville Fire Department","116 W 1ST ST",,"Hopkinsville","KY","42240-2302","116 W 1ST ST",,"","Hopkinsville","KY","42240-2302","270-890-1400","270-890-1414","CHRISTIAN                ","Career","Local (includes career, combination, and volunteer)",,"4","84","0","0","2","0","false"
"50241","Horse Cave Volunteer Fire Department","115 McCubbins ST","PO Box 318","Horse Cave","KY","42749",,,"PO Box 318","Horse Cave","KY","42749","270-786-2153","270-786-3153","HART                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","23","0","0","0",
"98899","Hurricane Creek Volunteer Fire Department, Inc.","2981 Hurricane RD",,"Pikeville","KY","41501-7543","2981 Hurricane RD",,"","Pikeville","KY","41501-7543","606-478-2222","606-478-2222","PIKE                     ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","18","0","0","10","true"
"09949","Hutchison Station Volunteer Fire Department","1775 Bethlehem RD",,"Paris","KY","40361","1775 Bethlehem RD",,"","Paris","KY","40361","859-987-7213",,"BOURBON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","0",
"66352","Hyden-Leslie County Volunteer Fire Department","122 Fire House LN","PO Box 210","Hyden","KY","41749",,,"PO Box 210","Hyden","KY","41749-0210","606-672-6700",,"LESLIE                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","23","0","0","0",
"59319","Independence Fire District","1980 Delaware Crossing",,"Independence","KY","41051",,,"PO Box 175","Independence","KY","41051-0175","859-356-2011","859-356-3624","KENTON                   ","Mostly career","Local (includes career, combination, and volunteer)","https://www.independencekyfire.org","3","41","13","10","0","0",
"33153","Irvine Volunteer Fire Department","142 Broadway ST",,"Irvine","KY","40336","142 Broadway ST",,"","Irvine","KY","40336","606-723-2222","606-723-6573","ESTILL                   ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","4","24","0","0","0",
"14058","Irvington Volunteer Fire Department","216 N 1ST ST",,"Irvington","KY","40146",,,"PO Box 374","Irvington","KY","40146-0374","270-547-3721","270-547-3721","BRECKINRIDGE             ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","26","0","0","6","false"
"98896","Island Creek Volunteer Fire Department","2687 Island Creek RD",,"Pikeville","KY","41501-2687",,,"PO Box 504","Pikeville","KY","41502-0504","606-433-9777","606-437-5126","PIKE                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0",
"32889","Isonville Volunteer Fire Department","KY Route 486",,"Isonville","KY","41149",,,"PO Box 247","Isonville","KY","41149-0247","606-738-6930",,"ELLIOTT                  ","Volunteer","Local (includes career, combination, and volunteer)","http://www.sfrt9.com/id102.html/","1","0","17","0","0","2","true"
"13055","Jackson Fire Department","11 Fire Station DR",,"Jackson","KY","41339-9629","11 Fire Station DR",,"","Jackson","KY","41339-9629","606-666-9000","606-666-9000","BREATHITT                ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"2","4","30","0","0","0","false"
"97835","Jakes Branch Fire & Rescue","5447 KY HWY 476","PO Box 65","Bulan","KY","41722-0065","5447 KY HWY 476",,"PO Box 65","Bulan","KY","41722-0065","606-439-4431","606-439-4431","PERRY                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","34","0","0","0",
"A3538","Jamestown Fire Department","50 Ballard ST","PO Box 587","Jamestown","KY","42629",,,"PO Box 587","Jamestown","KY","42629-0587","270-343-3400",,"RUSSELL                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","0",
"56288","Jeffersontown Fire Protection District","10540 Watterson TRL",,"Jeffersontown","KY","40299","10540 Watterson TRL",,"","Jeffersontown","KY","40299-3754","502-267-7300","502-267-5217","JEFFERSON                ","Mostly career","Local (includes career, combination, and volunteer)","https://www.jeffersontownfire.com/","3","46","5","0","3","0","false"
"67357","Jenkins Fire Department","9349 Highway 805","PO Box 550","Jenkins","KY","41537",,,"PO Box 550","Jenkins","KY","41537-0550","606-832-2141","606-832-2362","LETCHER                  ","Volunteer","Local (includes career, combination, and volunteer)","https://jenkinsfire.org/","2","0","28","0","0","0","true"
"57303","Jessamine County Fire Department","1310 S Main ST",,"Nicholasville","KY","40356","1310 S Main ST",,"PO Box 904","Nicholasville","KY","40340","859-885-9221",,"JESSAMINE                ","Volunteer","Other",,"5","0","0","48","1","5",
"98508","Johns Creek Fire Department","8094 Meta HWY",,"Pikeville","KY","41501","8094 Meta HWY",,"","Pikeville","KY","41501-6554","606-631-1826",,"PIKE                     ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","25","0","0","0",
"10698","Johnson Controls Fire/Rescue","PO Box 191",,"Ashland","KY","41101",,,"PO Box 191","Ashland","KY","41101","606-329-7476","606-327-5871","BOYD                     ","Career","Private or industrial fire  brigade",,"1","24","0","0","4","0",
"41187","Jonesville Fire Department","5070 Jonesville RD","PO Box 67","Jonesville","KY","41052-0067","5070 Jonesville RD",,"PO Box 67","Jonesville","KY","41052-0067","859-823-2121","859-823-2121","GRANT                    ","Volunteer","Local (includes career, combination, and volunteer)","https://cms.firehouse.com/dept/JonesvilleKY","1","0","20","0","0","3",
"11050","Junction City Fire/ Rescue","792 W Shelby ST",,"Junction City","KY","40440",,,"PO Box 326","Junction City","KY","40440","859-854-3900","859-854-3900","BOYLE                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","2",
"63340","Keavy Fire Department, Inc.","472 W HWY 312",,"Keavy","KY","40737",,,"PO Box 200","Keavy","KY","40737-0200","606-528-8000","606-862-2145","LAUREL                   ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","35","0","0","0","false"
"59320","Kenton Fire Department","14081 Decoursey PIKE",,"Morning View","KY","41063-9706","14081 Decoursey PIKE",,"","Morning View","KY","41063-9706","859-356-3434","859-363-8050","KENTON                   ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","1","10","20","0","0","true"
"47223","Kentucky 86 Fire and Rescue","2982 Hardinsburg RD",,"Cecilia","KY","42724",,,"PO Box 100","Cecilia","KY","42724-0100","270-862-3327","270-862-3327","HARDIN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","0","false"
"52258","Kentucky River Fire & Rescue","12532 Bethlehem RD",,"Bethlehem","KY","40007","12532 Bethlehem RD",,"","Bethlehem","KY","40007","502-845-4541","502-845-4997","HENRY                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","0",
"04683","Kevil Rural Fire Department","1009 Clyde M Elrod AVE",,"Kevil","KY","42053",,,"PO Box 68","Kevil","KY","42053","270-462-3104",,"BALLARD                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","16","0","0","0",
"98839","Kimper Volunteer Fire & Rescue Department","104 Fire Station RD",,"Kimper","KY","41539","104 Fire Station RD",,"","Kimper","KY","41539","606-631-9617","606-631-9617","PIKE                     ","Volunteer","Local (includes career, combination, and volunteer)",,"4","0","21","0","0","0",
"67673","Kings Creek Volunteer Fire Department","8978 HWY 160",,"Whitesburg","KY","41858","8978 HWY 160",,"","Whitesburg","KY","41858","000-000-0000",,"LETCHER                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","23","0","0","0",
"68878","Kinniconick Volunteer Fire Department","RT 344 and 377",,"Vanceburg","KY","41179","HC 73 Box 3100",,"","Vanceburg","KY","41179","606-796-3444","606-796-3444","LEWIS                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","15",
"76389","Kirksville Volunteer Fire Department","668 Kirksville RD",,"Richmond","KY","40475","668 Kirksville RD",,"","Richmond","KY","40475","859-624-4776",,"MADISON                  ","Volunteer","Local (includes career, combination, and volunteer)","www.kirksvilleky.org/fire/","1","0","32","0","0","0","false"
"01778","Knifley Area Volunteer Fire Department","6130 Elkhorn RD",,"Knifley","KY","42753-6326","6130 Elkhorn RD",,"","Knifley","KY","42753-6326","270-789-1713","270-789-0547","ADAIR                    ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","23","0","0","10",
"30137","Knottsville Fire Department","9436 State RT 144",,"Knottsville","KY","42366","9436 State RT 144",,"","Knottsville","KY","42366","270-281-9323","270-281-9323","DAVIESS                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","27","0","0","0",
"97941","Krypton Volunteer Fire and Rescue Squad, Inc.","35 Firehouse LN",,"Krypton","KY","41754",,,"PO Box 110","Krypton","KY","41754-0110","606-436-6269","606-435-0545","PERRY                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","32","0","0","10","true"
"72382","Kuttawa Fire Department","90 Beech ST","PO Box 400","Kuttawa","KY","42055",,,"PO Box 400","Kuttawa","KY","42055-0400","270-388-9450","270-388-9450","LYON                     ","Volunteer","Local (includes career, combination, and volunteer)",,"3","0","21","0","0","0","false"
"31150","Kyrock Volunteer Fire Department","HWY 259 N","PO Box 263","Sweeden","KY","42285","HWY 259 N",,"PO Box 263","Sweeden","KY","42285","270-286-8800",,"EDMONSON                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","0",
"04011","LaCenter Fire Department","175 E 4TH ST",,"La Center","KY","42056",,,"PO Box 420","La Center","KY","42056-0420","270-665-9123","270-665-9113","BALLARD                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","19","0","0","0","false"
"04845","LaCenter Rural Fire Department","165 E 4TH ST",,"La Center","KY","42056",,,"PO Box 71","La Center","KY","42056-0071","270-665-8300",,"BALLARD                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","16","0","0","0","false"
